,trace_id,event_id,activity,timestamp,resource
4698,Case4355,0,Assign seriousness,2012-08-02 06:31:42+00:00,Value 4
4699,Case4356,0,Assign seriousness,2010-10-28 10:21:47+00:00,Value 6
4700,Case4357,0,Assign seriousness,2012-07-03 05:57:53+00:00,Value 1
4701,Case4358,0,Assign seriousness,2010-03-29 11:15:18+00:00,Value 2
4702,Case4359,0,Assign seriousness,2012-09-07 04:20:40+00:00,Value 1
4703,Case4360,0,Assign seriousness,2011-02-24 06:35:04+00:00,Value 8
4704,Case4361,0,Assign seriousness,2013-02-25 08:07:40+00:00,Value 4
4705,Case4362,0,Assign seriousness,2011-10-05 12:11:55+00:00,Value 1
4706,Case4363,0,Assign seriousness,2011-06-30 05:01:02+00:00,Value 8
4707,Case4363,1,Assign seriousness,2011-06-30 05:50:35+00:00,Value 8
4708,Case4363,2,Assign seriousness,2011-07-01 04:30:04+00:00,Value 13
4709,Case4364,0,Assign seriousness,2012-03-21 06:04:06+00:00,Value 4
4710,Case4365,0,Assign seriousness,2012-09-03 13:17:42+00:00,Value 1
4711,Case4366,0,Assign seriousness,2010-11-11 07:07:43+00:00,Value 2
4712,Case4368,0,Assign seriousness,2011-09-21 11:51:23+00:00,Value 1
4713,Case4369,0,Assign seriousness,2012-10-17 11:30:15+00:00,Value 1
4714,Case4371,0,Assign seriousness,2012-08-03 04:59:29+00:00,Value 4
4715,Case4372,0,Assign seriousness,2012-03-07 08:56:15+00:00,Value 1
4716,Case4373,0,Assign seriousness,2012-05-18 09:25:33+00:00,Value 1
4717,Case4374,0,Assign seriousness,2010-07-21 10:18:13+00:00,Value 2
4718,Case4375,1,Assign seriousness,2010-05-10 11:22:20+00:00,Value 2
4719,Case4376,0,Assign seriousness,2010-05-04 04:34:47+00:00,Value 2
4720,Case4377,0,Assign seriousness,2011-10-11 10:11:31+00:00,Value 1
4721,Case4378,0,Assign seriousness,2010-02-04 06:20:45+00:00,Value 2
4722,Case4378,1,Assign seriousness,2010-02-04 06:21:00+00:00,Value 2
4723,Case4379,0,Assign seriousness,2012-05-10 10:11:09+00:00,Value 1
4724,Case4380,0,Assign seriousness,2011-04-11 07:09:37+00:00,Value 13
4725,Case4381,0,Assign seriousness,2011-05-04 09:27:32+00:00,Value 8
4726,Case4382,0,Assign seriousness,2011-02-16 08:19:31+00:00,Value 8
4727,Case4383,0,Assign seriousness,2013-06-18 09:18:19+00:00,Value 14
4728,Case4384,0,Assign seriousness,2010-08-06 04:48:37+00:00,Value 9
4729,Case4385,0,Assign seriousness,2013-02-11 12:16:15+00:00,Value 2
4730,Case4385,1,Assign seriousness,2013-02-11 12:16:34+00:00,Value 2
4731,Case4386,0,Assign seriousness,2012-04-19 06:16:11+00:00,Value 1
4732,Case4387,0,Assign seriousness,2010-06-04 11:09:37+00:00,Value 2
4733,Case4387,1,Assign seriousness,2010-06-04 11:10:17+00:00,Value 2
4734,Case4387,2,Assign seriousness,2010-06-17 11:00:15+00:00,Value 2
4735,Case4388,0,Assign seriousness,2011-12-12 13:52:55+00:00,Value 1
4736,Case4389,0,Assign seriousness,2013-02-12 06:00:38+00:00,Value 1
4737,Case4390,0,Assign seriousness,2012-03-06 09:21:35+00:00,Value 1
4738,Case4391,0,Assign seriousness,2011-03-09 06:23:24+00:00,Value 13
4739,Case4392,0,Assign seriousness,2010-02-19 14:10:34+00:00,Value 2
4740,Case4392,1,Assign seriousness,2010-02-19 14:11:03+00:00,Value 2
4741,Case4393,0,Assign seriousness,2010-12-09 14:44:19+00:00,Value 2
4742,Case4394,0,Assign seriousness,2012-08-07 09:54:13+00:00,Value 13
4743,Case4395,0,Assign seriousness,2012-05-24 05:29:43+00:00,Value 1
4744,Case4396,0,Assign seriousness,2012-08-14 05:35:18+00:00,Value 4
4745,Case4397,0,Assign seriousness,2012-02-03 06:38:06+00:00,Value 2
4746,Case4398,0,Assign seriousness,2012-10-04 12:38:32+00:00,Value 1
4747,Case4399,0,Assign seriousness,2011-03-28 05:34:58+00:00,Value 8
4748,Case4400,0,Assign seriousness,2010-12-15 09:42:30+00:00,Value 8
4749,Case4401,0,Assign seriousness,2011-05-17 10:37:49+00:00,Value 8
4750,Case4402,0,Assign seriousness,2010-09-23 12:51:11+00:00,Value 9
4751,Case4403,0,Assign seriousness,2012-05-18 06:46:19+00:00,Value 1
4752,Case4404,0,Assign seriousness,2011-03-07 07:06:21+00:00,Value 8
4753,Case4405,0,Assign seriousness,2011-02-21 06:46:49+00:00,Value 13
4754,Case4406,0,Assign seriousness,2011-02-24 08:13:34+00:00,Value 8
4755,Case4407,0,Assign seriousness,2013-03-05 14:13:11+00:00,Value 1
4756,Case4408,0,Assign seriousness,2012-01-26 14:30:04+00:00,Value 1
4757,Case4409,0,Assign seriousness,2011-11-17 14:09:39+00:00,Value 13
4758,Case4410,0,Assign seriousness,2013-05-07 05:37:08+00:00,Value 14
4759,Case4411,0,Assign seriousness,2012-06-15 09:58:46+00:00,Value 13
4760,Case4412,1,Assign seriousness,2010-04-07 12:18:34+00:00,Value 12
4761,Case4413,0,Assign seriousness,2012-04-05 10:17:34+00:00,Value 4
4762,Case4414,0,Assign seriousness,2011-04-27 07:35:49+00:00,Value 8
4763,Case4415,0,Assign seriousness,2013-03-19 12:17:58+00:00,Value 1
4764,Case4416,0,Assign seriousness,2012-04-19 04:11:35+00:00,Value 1
4765,Case4417,0,Assign seriousness,2013-05-29 08:10:53+00:00,Value 14
4766,Case4418,0,Assign seriousness,2012-07-09 06:39:00+00:00,Value 2
4767,Case4419,0,Assign seriousness,2012-08-08 08:07:12+00:00,Value 4
4768,Case4420,0,Assign seriousness,2012-06-12 11:07:49+00:00,Value 1
4769,Case4421,0,Assign seriousness,2013-05-13 13:10:19+00:00,Value 14
4770,Case4422,0,Assign seriousness,2012-08-03 05:51:46+00:00,Value 1
4771,Case4423,0,Assign seriousness,2013-03-19 15:13:29+00:00,Value 1
4772,Case4423,1,Assign seriousness,2013-04-04 04:44:08+00:00,Value 9
4773,Case4424,0,Assign seriousness,2012-12-12 11:26:34+00:00,Value 1
4774,Case4425,0,Assign seriousness,2010-12-07 13:39:13+00:00,Value 2
4775,Case4426,0,Assign seriousness,2013-11-19 08:15:32+00:00,Value 2
4776,Case4427,0,Assign seriousness,2011-11-24 14:51:00+00:00,Value 1
4777,Case4428,0,Assign seriousness,2010-08-13 06:14:03+00:00,Value 11
4778,Case4429,0,Assign seriousness,2012-03-07 08:58:25+00:00,Value 1
4779,Case4430,0,Assign seriousness,2012-07-24 06:31:05+00:00,Value 1
4780,Case4431,0,Assign seriousness,2013-04-30 05:37:08+00:00,Value 14
4781,Case4432,0,Assign seriousness,2011-03-29 06:07:26+00:00,Value 8
4782,Case4434,0,Assign seriousness,2011-03-03 13:43:57+00:00,Value 8
4783,Case4435,0,Assign seriousness,2011-05-18 05:45:27+00:00,Value 8
4784,Case4436,0,Assign seriousness,2011-09-23 04:06:00+00:00,Value 1
4785,Case4437,0,Assign seriousness,2011-10-17 05:53:02+00:00,Value 4
4786,Case4438,0,Assign seriousness,2011-07-14 09:22:44+00:00,Value 2
4787,Case4439,0,Assign seriousness,2011-01-18 12:23:46+00:00,Value 2
4788,Case4440,0,Assign seriousness,2010-07-08 05:09:12+00:00,Value 9
4789,Case4441,0,Assign seriousness,2011-02-09 07:35:37+00:00,Value 8
4790,Case4442,0,Assign seriousness,2010-10-13 13:01:54+00:00,Value 2
4791,Case4442,1,Assign seriousness,2010-10-15 04:41:52+00:00,Value 2
4792,Case4442,2,Assign seriousness,2010-10-15 04:41:52+00:00,Value 2
4793,Case4443,0,Assign seriousness,2011-07-13 06:58:55+00:00,Value 13
4794,Case4444,0,Assign seriousness,2012-07-24 12:05:30+00:00,Value 1
4795,Case4445,0,Assign seriousness,2011-10-04 06:16:43+00:00,Value 1
4796,Case4446,0,Assign seriousness,2012-05-17 04:35:33+00:00,Value 1
4797,Case4447,0,Assign seriousness,2011-09-05 11:43:09+00:00,Value 12
4798,Case4448,0,Assign seriousness,2012-01-09 07:55:51+00:00,Value 1
4799,Case4449,0,Assign seriousness,2011-12-19 08:00:55+00:00,Value 2
4800,Case4450,0,Assign seriousness,2011-06-27 06:45:32+00:00,Value 8
4801,Case4450,1,Assign seriousness,2011-06-27 06:45:52+00:00,Value 8
4802,Case4451,0,Assign seriousness,2010-10-04 05:31:15+00:00,Value 7
4803,Case4452,0,Assign seriousness,2012-03-14 09:32:41+00:00,Value 1
4804,Case4453,0,Assign seriousness,2011-04-26 06:08:03+00:00,Value 8
4805,Case4454,0,Assign seriousness,2011-02-14 09:20:15+00:00,Value 8
4806,Case4455,0,Assign seriousness,2012-05-09 11:13:40+00:00,Value 1
4807,Case4456,0,Assign seriousness,2012-10-04 04:18:43+00:00,Value 10
4808,Case4457,0,Assign seriousness,2012-03-20 09:43:52+00:00,Value 2
4809,Case4458,0,Assign seriousness,2011-06-07 11:25:54+00:00,Value 8
4810,Case4459,0,Assign seriousness,2012-02-10 08:01:32+00:00,Value 1
4811,Case4460,0,Assign seriousness,2012-05-18 04:20:21+00:00,Value 2
4812,Case4461,0,Assign seriousness,2012-07-27 11:50:44+00:00,Value 1
4813,Case4462,0,Assign seriousness,2010-10-19 09:48:46+00:00,Value 2
4814,Case4463,0,Assign seriousness,2013-10-30 09:44:16+00:00,Value 18
4815,Case4464,0,Assign seriousness,2011-07-14 09:44:49+00:00,Value 13
4816,Case4464,1,Assign seriousness,2011-07-15 07:17:15+00:00,Value 2
4817,Case4465,0,Assign seriousness,2013-08-19 06:06:42+00:00,Value 1
4818,Case4466,0,Assign seriousness,2012-05-11 04:50:25+00:00,Value 1
4819,Case4467,0,Assign seriousness,2011-06-27 12:22:36+00:00,Value 8
4820,Case4467,1,Assign seriousness,2011-06-27 12:31:36+00:00,Value 8
4821,Case4467,2,Assign seriousness,2011-07-05 04:35:49+00:00,Value 2
4822,Case4468,0,Assign seriousness,2012-05-03 09:46:00+00:00,Value 1
4823,Case4469,0,Assign seriousness,2012-08-01 04:06:00+00:00,Value 1
4824,Case4470,0,Assign seriousness,2010-11-29 06:58:09+00:00,Value 15
4825,Case4471,0,Assign seriousness,2011-09-27 11:30:09+00:00,Value 1
4826,Case4472,0,Assign seriousness,2011-11-08 13:49:42+00:00,Value 1
4827,Case4473,0,Assign seriousness,2010-12-20 06:50:49+00:00,Value 8
4828,Case4474,0,Assign seriousness,2011-07-19 06:12:51+00:00,Value 9
4829,Case4475,0,Assign seriousness,2012-07-16 10:45:42+00:00,Value 1
4830,Case4476,0,Assign seriousness,2011-09-29 06:43:28+00:00,Value 1
4831,Case4477,0,Assign seriousness,2010-06-23 11:35:52+00:00,Value 14
4832,Case4478,0,Assign seriousness,2012-10-05 04:54:09+00:00,Value 1
4833,Case4479,0,Assign seriousness,2011-08-31 09:23:56+00:00,Value 13
4834,Case4480,0,Assign seriousness,2010-12-06 12:36:06+00:00,Value 8
4835,Case4481,0,Assign seriousness,2011-09-02 10:35:01+00:00,Value 13
4836,Case4482,0,Assign seriousness,2010-08-02 05:25:40+00:00,Value 9
4837,Case4483,0,Assign seriousness,2011-06-09 11:53:06+00:00,Value 2
4838,Case4484,0,Assign seriousness,2011-11-28 12:07:27+00:00,Value 1
4839,Case4485,0,Assign seriousness,2012-12-28 14:19:35+00:00,Value 13
4840,Case4486,0,Assign seriousness,2010-11-10 14:56:35+00:00,Value 7
4841,Case4487,0,Assign seriousness,2012-10-08 05:36:14+00:00,Value 9
4842,Case4488,0,Assign seriousness,2010-12-13 09:24:06+00:00,Value 9
4843,Case4489,0,Assign seriousness,2011-01-05 14:52:01+00:00,Value 8
4844,Case4490,0,Assign seriousness,2011-04-28 08:36:40+00:00,Value 8
4845,Case4491,0,Assign seriousness,2012-03-27 10:06:26+00:00,Value 1
4846,Case4492,0,Assign seriousness,2011-12-01 14:47:08+00:00,Value 1
4847,Case4493,0,Assign seriousness,2012-06-21 12:51:10+00:00,Value 1
4848,Case4494,0,Assign seriousness,2011-09-22 06:15:12+00:00,Value 1
4849,Case4495,0,Assign seriousness,2011-07-07 04:28:31+00:00,Value 13
4850,Case4496,1,Assign seriousness,2010-03-31 06:18:40+00:00,Value 2
4851,Case4497,0,Assign seriousness,2010-05-11 10:43:40+00:00,Value 2
4852,Case4497,1,Assign seriousness,2010-05-18 13:24:49+00:00,Value 16
4853,Case4498,0,Assign seriousness,2012-01-27 08:26:59+00:00,Value 1
4854,Case4499,0,Assign seriousness,2010-12-27 11:46:04+00:00,Value 13
4855,Case4499,1,Assign seriousness,2011-01-21 12:31:53+00:00,Value 2
4856,Case4500,0,Assign seriousness,2010-09-20 12:58:57+00:00,Value 7
4857,Case4502,0,Assign seriousness,2011-04-19 06:07:12+00:00,Value 8
4858,Case4503,0,Assign seriousness,2011-05-20 05:49:52+00:00,Value 8
4859,Case4504,0,Assign seriousness,2011-05-27 10:05:23+00:00,Value 8
4860,Case4505,0,Assign seriousness,2010-01-29 08:14:43+00:00,Value 2
4861,Case4506,0,Assign seriousness,2013-10-30 08:50:06+00:00,Value 18
4862,Case4507,1,Assign seriousness,2010-03-29 10:38:36+00:00,Value 2
4863,Case4508,0,Assign seriousness,2012-04-04 06:39:57+00:00,Value 9
4864,Case4509,0,Assign seriousness,2011-09-16 04:35:57+00:00,Value 6
4865,Case4510,0,Assign seriousness,2010-09-20 09:59:33+00:00,Value 7
4866,Case4511,0,Assign seriousness,2013-11-13 11:40:36+00:00,Value 18
4867,Case4512,0,Assign seriousness,2011-11-03 12:18:03+00:00,Value 1
4868,Case4514,0,Assign seriousness,2010-09-15 07:52:41+00:00,Value 7
4869,Case4515,0,Assign seriousness,2012-05-10 07:02:57+00:00,Value 1
4870,Case4516,0,Assign seriousness,2011-06-16 10:11:20+00:00,Value 2
4871,Case4517,0,Assign seriousness,2011-08-22 04:52:03+00:00,Value 13
4872,Case4518,0,Assign seriousness,2011-10-12 06:02:12+00:00,Value 1
4873,Case4519,0,Assign seriousness,2011-05-25 12:56:19+00:00,Value 8
4874,Case4520,0,Assign seriousness,2010-11-29 11:49:51+00:00,Value 14
4875,Case4521,0,Assign seriousness,2011-04-19 11:08:37+00:00,Value 8
4876,Case4522,0,Assign seriousness,2012-07-27 10:15:57+00:00,Value 1
4877,Case4523,0,Assign seriousness,2010-12-23 08:15:45+00:00,Value 8
4878,Case4524,0,Assign seriousness,2010-06-22 06:12:01+00:00,Value 2
4879,Case4525,0,Assign seriousness,2011-01-05 13:46:10+00:00,Value 8
4880,Case4526,0,Assign seriousness,2012-07-23 04:00:05+00:00,Value 1
4881,Case4527,0,Assign seriousness,2012-02-15 07:14:20+00:00,Value 9
4882,Case4528,0,Assign seriousness,2011-11-18 11:33:44+00:00,Value 1
4883,Case4529,0,Assign seriousness,2011-04-21 10:31:13+00:00,Value 8
4884,Case4530,0,Assign seriousness,2013-05-03 11:30:03+00:00,Value 14
4885,Case4530,1,Assign seriousness,2013-05-06 04:21:22+00:00,Value 2
4886,Case4532,0,Assign seriousness,2013-05-17 09:17:46+00:00,Value 14
4887,Case4533,0,Assign seriousness,2012-07-18 07:29:48+00:00,Value 4
4888,Case4534,0,Assign seriousness,2011-09-12 05:26:28+00:00,Value 13
4889,Case4535,0,Assign seriousness,2012-12-20 14:39:59+00:00,Value 1
4890,Case4536,0,Assign seriousness,2011-07-06 07:04:33+00:00,Value 13
4891,Case4537,0,Assign seriousness,2013-08-09 05:25:24+00:00,Value 4
4892,Case4538,0,Assign seriousness,2012-02-10 13:14:48+00:00,Value 9
4893,Case4539,0,Assign seriousness,2010-01-14 07:10:48+00:00,Value 2
4894,Case4539,1,Assign seriousness,2010-01-14 07:11:02+00:00,Value 2
4895,Case4540,0,Assign seriousness,2011-01-21 12:01:30+00:00,Value 8
4896,Case4541,0,Assign seriousness,2012-02-10 12:32:25+00:00,Value 1
4897,Case4542,0,Assign seriousness,2012-06-08 09:10:27+00:00,Value 1
4898,Case4543,0,Assign seriousness,2011-01-11 08:42:26+00:00,Value 8
4899,Case4544,0,Assign seriousness,2013-11-04 12:55:31+00:00,Value 1
4900,Case4545,0,Assign seriousness,2012-03-29 10:55:12+00:00,Value 1
4901,Case4546,0,Assign seriousness,2012-01-26 14:53:54+00:00,Value 1
4902,Case4546,1,Assign seriousness,2012-01-27 06:27:55+00:00,Value 2
4903,Case4547,0,Assign seriousness,2012-07-18 12:08:39+00:00,Value 1
4904,Case4548,0,Assign seriousness,2011-01-11 14:49:26+00:00,Value 13
4905,Case4549,0,Assign seriousness,2011-10-05 07:15:43+00:00,Value 1
4906,Case4550,0,Assign seriousness,2011-10-28 07:58:43+00:00,Value 1
4907,Case4551,0,Assign seriousness,2012-06-08 04:10:00+00:00,Value 1
4908,Case4552,0,Assign seriousness,2012-01-09 11:27:05+00:00,Value 2
4909,Case4553,0,Assign seriousness,2011-12-30 06:51:21+00:00,Value 1
4910,Case4554,0,Assign seriousness,2012-06-20 04:58:24+00:00,Value 1
4911,Case4555,0,Assign seriousness,2012-04-12 12:57:01+00:00,Value 1
4912,Case4556,0,Assign seriousness,2012-05-21 12:31:36+00:00,Value 4
4913,Case4557,0,Assign seriousness,2012-06-26 04:01:34+00:00,Value 1
4914,Case4558,0,Assign seriousness,2012-10-18 10:36:34+00:00,Value 13
4915,Case4559,0,Assign seriousness,2012-03-14 08:48:38+00:00,Value 9
4916,Case4560,0,Assign seriousness,2012-05-11 09:07:38+00:00,Value 1
4917,Case4561,0,Assign seriousness,2010-09-03 12:49:04+00:00,Value 14
4918,Case4562,0,Assign seriousness,2012-01-17 09:12:49+00:00,Value 9
4919,Case4563,0,Assign seriousness,2013-09-19 10:51:23+00:00,Value 18
4920,Case4564,0,Assign seriousness,2010-04-09 12:09:04+00:00,Value 2
4921,Case4564,1,Assign seriousness,2010-04-09 12:12:08+00:00,Value 2
4922,Case4565,1,Assign seriousness,2011-07-13 06:49:35+00:00,Value 15
4923,Case4565,2,Assign seriousness,2011-07-13 06:49:39+00:00,Value 15
4924,Case4566,0,Assign seriousness,2012-03-30 06:09:55+00:00,Value 1
4925,Case4567,0,Assign seriousness,2012-01-19 09:18:39+00:00,Value 13
4926,Case4568,0,Assign seriousness,2011-09-16 06:12:06+00:00,Value 1
4927,Case4569,0,Assign seriousness,2011-05-10 06:42:08+00:00,Value 8
4928,Case4570,0,Assign seriousness,2012-04-10 07:47:37+00:00,Value 1
4929,Case4571,0,Assign seriousness,2011-02-18 13:52:46+00:00,Value 8
4930,Case4572,0,Assign seriousness,2011-11-17 14:09:50+00:00,Value 1
4931,Case4573,0,Assign seriousness,2010-11-26 08:23:53+00:00,Value 14
4932,Case4574,0,Assign seriousness,2011-02-03 11:21:44+00:00,Value 8
4933,Case4575,0,Assign seriousness,2013-03-06 12:38:46+00:00,Value 4
4934,Case4576,0,Assign seriousness,2012-02-14 08:21:51+00:00,Value 2
4935,Case4577,0,Assign seriousness,2010-03-24 13:28:51+00:00,Value 2
4936,Case4578,0,Assign seriousness,2011-12-28 11:21:10+00:00,Value 1
4937,Case4579,0,Assign seriousness,2010-07-26 07:02:35+00:00,Value 9
4938,Case1,4,Closed,2012-11-09 10:54:39+00:00,Value 3
4939,Case2,3,Closed,2012-05-19 06:00:28+00:00,Value 5
4940,Case3,3,Closed,2010-11-30 09:20:18+00:00,Value 5
4941,Case4,3,Closed,2011-02-12 12:40:42+00:00,Value 5
4942,Case5,5,Closed,2012-05-25 10:10:28+00:00,Value 5
4943,Case6,3,Closed,2011-12-10 14:20:56+00:00,Value 5
4944,Case7,5,Closed,2013-12-10 06:57:37+00:00,Value 3
4945,Case8,3,Closed,2012-09-02 05:40:27+00:00,Value 5
4946,Case9,4,Closed,2010-06-09 12:35:56+00:00,Value 5
4947,Case10,3,Closed,2010-04-03 04:47:38+00:00,Value 5
4948,Case11,3,Closed,2012-01-21 13:30:31+00:00,Value 5
4949,Case12,3,Closed,2013-04-18 04:13:53+00:00,Value 3
4950,Case13,3,Closed,2013-01-19 08:29:51+00:00,Value 3
4951,Case14,3,Closed,2011-08-05 10:50:21+00:00,Value 5
4952,Case15,4,Closed,2013-03-23 06:34:25+00:00,Value 3
4953,Case16,4,Closed,2012-03-24 12:20:19+00:00,Value 5
4954,Case17,3,Closed,2011-11-24 13:57:55+00:00,Value 5
4955,Case18,4,Closed,2013-04-03 06:23:01+00:00,Value 3
4956,Case19,3,Closed,2010-08-07 05:00:22+00:00,Value 5
4957,Case20,4,Closed,2013-07-04 06:12:15+00:00,Value 3
4958,Case21,3,Closed,2011-02-26 08:19:37+00:00,Value 5
4959,Case22,4,Closed,2012-09-11 07:05:33+00:00,Value 3
4960,Case23,3,Closed,2013-02-06 13:51:06+00:00,Value 3
4961,Case24,3,Closed,2010-06-23 11:46:28+00:00,Value 5
4962,Case25,3,Closed,2011-02-16 07:30:28+00:00,Value 5
4963,Case26,5,Closed,2011-05-05 06:50:46+00:00,Value 5
4964,Case27,3,Closed,2011-12-27 07:05:04+00:00,Value 5
4965,Case29,3,Closed,2012-09-14 07:10:38+00:00,Value 5
4966,Case30,3,Closed,2011-02-25 07:01:35+00:00,Value 5
4967,Case31,5,Closed,2013-05-30 10:31:00+00:00,Value 3
4968,Case32,3,Closed,2011-06-04 04:40:30+00:00,Value 5
4969,Case33,3,Closed,2013-05-30 07:19:20+00:00,Value 3
4970,Case34,5,Closed,2013-07-20 07:18:42+00:00,Value 3
4971,Case35,2,Closed,2012-03-10 06:20:43+00:00,Value 5
4972,Case36,3,Closed,2011-07-30 07:10:20+00:00,Value 5
4973,Case37,8,Closed,2011-04-03 05:38:21+00:00,Value 5
4974,Case38,3,Closed,2012-04-21 13:00:36+00:00,Value 5
4975,Case39,4,Closed,2013-10-12 06:51:11+00:00,Value 3
4976,Case40,3,Closed,2012-09-12 09:20:25+00:00,Value 5
4977,Case41,3,Closed,2011-01-27 08:50:31+00:00,Value 5
4978,Case42,3,Closed,2011-07-30 09:30:33+00:00,Value 5
4979,Case43,3,Closed,2012-05-26 06:00:20+00:00,Value 5
4980,Case44,3,Closed,2010-12-31 14:10:28+00:00,Value 5
4981,Case45,3,Closed,2012-03-17 08:41:18+00:00,Value 5
4982,Case46,5,Closed,2012-12-29 12:21:03+00:00,Value 3
4983,Case47,3,Closed,2011-07-01 06:50:37+00:00,Value 5
4984,Case48,4,Closed,2011-01-01 12:08:51+00:00,Value 5
4985,Case49,4,Closed,2012-01-07 14:20:26+00:00,Value 5
4986,Case50,4,Closed,2012-02-16 09:00:57+00:00,Value 5
4987,Case51,4,Closed,2012-07-18 04:30:21+00:00,Value 5
4988,Case52,3,Closed,2012-09-12 12:20:55+00:00,Value 5
4989,Case53,6,Closed,2010-12-04 06:48:57+00:00,Value 5
4990,Case54,3,Closed,2013-12-17 14:14:40+00:00,Value 3
4991,Case55,4,Closed,2011-12-06 06:21:36+00:00,Value 5
4992,Case56,2,Closed,2012-03-14 09:40:25+00:00,Value 5
4993,Case57,3,Closed,2010-11-30 08:40:55+00:00,Value 5
4994,Case58,4,Closed,2013-01-01 07:55:26+00:00,Value 3
4995,Case59,4,Closed,2012-04-28 09:30:17+00:00,Value 5
4996,Case60,5,Closed,2011-05-28 05:50:26+00:00,Value 5
4997,Case61,3,Closed,2011-11-10 06:10:45+00:00,Value 5
4998,Case62,2,Closed,2012-07-26 12:20:39+00:00,Value 5
4999,Case63,3,Closed,2013-04-06 05:34:35+00:00,Value 3
5000,Case64,7,Closed,2011-05-21 06:42:52+00:00,Value 5
5001,Case65,4,Closed,2013-03-16 14:01:36+00:00,Value 3
5002,Case66,3,Closed,2012-08-24 12:42:30+00:00,Value 2
5003,Case67,3,Closed,2011-02-12 13:10:46+00:00,Value 5
5004,Case68,3,Closed,2012-05-12 11:10:23+00:00,Value 5
5005,Case69,3,Closed,2013-05-15 10:32:57+00:00,Value 3
5006,Case70,4,Closed,2011-07-27 04:01:03+00:00,Value 5
5007,Case71,3,Closed,2011-12-07 06:30:27+00:00,Value 5
5008,Case72,3,Closed,2011-03-01 09:48:59+00:00,Value 5
5009,Case73,2,Closed,2012-09-07 08:00:40+00:00,Value 5
5010,Case74,1,Closed,2012-04-10 06:32:49+00:00,Value 2
5011,Case75,4,Closed,2010-05-08 04:45:21+00:00,Value 5
5012,Case76,2,Closed,2012-02-25 13:10:39+00:00,Value 5
5013,Case77,4,Closed,2013-11-05 14:10:14+00:00,Value 3
5014,Case78,3,Closed,2011-12-20 14:33:29+00:00,Value 5
5015,Case79,5,Closed,2013-11-23 07:26:49+00:00,Value 3
5016,Case80,3,Closed,2012-09-09 07:14:13+00:00,Value 5
5017,Case81,6,Closed,2010-04-09 04:40:43+00:00,Value 5
5018,Case82,4,Closed,2013-12-04 14:10:09+00:00,Value 3
5019,Case83,4,Closed,2013-09-03 12:23:13+00:00,Value 3
5020,Case84,3,Closed,2011-01-12 07:20:47+00:00,Value 5
5021,Case85,3,Closed,2011-04-09 13:00:27+00:00,Value 5
5022,Case86,4,Closed,2012-07-14 12:40:24+00:00,Value 5
5023,Case87,7,Closed,2012-01-06 14:20:25+00:00,Value 5
5024,Case88,5,Closed,2010-11-03 09:49:30+00:00,Value 5
5025,Case89,3,Closed,2013-03-29 13:27:15+00:00,Value 3
5026,Case90,3,Closed,2010-04-21 13:00:28+00:00,Value 5
5027,Case91,3,Closed,2011-07-09 10:00:36+00:00,Value 5
5028,Case92,3,Closed,2010-05-02 05:28:46+00:00,Value 5
5029,Case93,3,Closed,2012-09-09 04:10:33+00:00,Value 5
5030,Case94,3,Closed,2012-04-07 04:42:34+00:00,Value 5
5031,Case95,3,Closed,2011-10-27 07:30:27+00:00,Value 5
5032,Case96,4,Closed,2012-04-11 12:40:27+00:00,Value 5
5033,Case97,3,Closed,2013-05-25 06:30:42+00:00,Value 3
5034,Case98,3,Closed,2012-08-07 09:20:18+00:00,Value 5
5035,Case99,3,Closed,2011-06-11 07:20:27+00:00,Value 5
5036,Case100,4,Closed,2013-05-30 10:21:20+00:00,Value 3
5037,Case101,4,Closed,2010-08-05 10:50:24+00:00,Value 5
5038,Case102,3,Closed,2012-03-16 07:12:11+00:00,Value 5
5039,Case103,7,Closed,2010-07-16 06:23:33+00:00,Value 5
5040,Case104,3,Closed,2011-03-05 06:42:36+00:00,Value 5
5041,Case105,4,Closed,2012-12-22 14:04:35+00:00,Value 3
5042,Case106,2,Closed,2013-03-20 06:06:31+00:00,Value 3
5043,Case107,4,Closed,2013-12-03 06:20:56+00:00,Value 3
5044,Case108,3,Closed,2011-02-25 06:13:02+00:00,Value 5
5045,Case109,5,Closed,2010-11-23 07:34:09+00:00,Value 5
5046,Case110,3,Closed,2011-02-13 07:40:36+00:00,Value 5
5047,Case111,7,Closed,2010-08-05 11:10:24+00:00,Value 5
5048,Case112,3,Closed,2011-11-08 07:00:20+00:00,Value 5
5049,Case113,4,Closed,2010-06-09 11:11:39+00:00,Value 5
5050,Case114,6,Closed,2013-10-22 07:36:06+00:00,Value 3
5051,Case115,5,Closed,2013-04-05 09:53:14+00:00,Value 3
5052,Case116,3,Closed,2011-05-30 10:11:18+00:00,Value 5
5053,Case117,3,Closed,2012-09-06 08:00:48+00:00,Value 5
5054,Case118,3,Closed,2011-04-13 07:10:26+00:00,Value 5
5055,Case119,3,Closed,2012-02-02 12:30:45+00:00,Value 5
5056,Case120,4,Closed,2012-05-25 12:41:47+00:00,Value 5
5057,Case121,3,Closed,2011-04-02 11:15:17+00:00,Value 5
5058,Case122,3,Closed,2011-03-30 11:30:33+00:00,Value 5
5059,Case123,5,Closed,2011-06-19 05:30:40+00:00,Value 5
5060,Case124,3,Closed,2012-07-21 12:40:33+00:00,Value 5
5061,Case125,5,Closed,2010-09-28 05:49:59+00:00,Value 5
5062,Case126,3,Closed,2012-09-11 11:18:23+00:00,Value 3
