,trace_id,event_id,resource,timestamp,resource
2909,Case4422,2,Value 1,2012-08-03 06:01:31+00:00,Value 1
2910,Case4423,0,Value 1,2013-03-19 15:13:29+00:00,Value 1
2911,Case4424,0,Value 1,2012-12-12 11:26:34+00:00,Value 1
2912,Case4427,0,Value 1,2011-11-24 14:51:00+00:00,Value 1
2913,Case4429,0,Value 1,2012-03-07 08:58:25+00:00,Value 1
2914,Case4430,0,Value 1,2012-07-24 06:31:05+00:00,Value 1
2915,Case4433,0,Value 1,2011-12-21 14:51:28+00:00,Value 1
2916,Case4436,0,Value 1,2011-09-23 04:06:00+00:00,Value 1
2917,Case4436,1,Value 1,2011-09-26 10:38:29+00:00,Value 1
2918,Case4436,2,Value 1,2011-09-29 05:42:06+00:00,Value 1
2919,Case4436,3,Value 1,2011-09-29 06:23:39+00:00,Value 1
2920,Case4444,0,Value 1,2012-07-24 12:05:30+00:00,Value 1
2921,Case4445,0,Value 1,2011-10-04 06:16:43+00:00,Value 1
2922,Case4446,0,Value 1,2012-05-17 04:35:33+00:00,Value 1
2923,Case4446,1,Value 1,2012-05-17 04:36:25+00:00,Value 1
2924,Case4446,2,Value 1,2012-05-18 06:33:27+00:00,Value 1
2925,Case4448,0,Value 1,2012-01-09 07:55:51+00:00,Value 1
2926,Case4449,2,Value 1,2011-12-20 11:51:22+00:00,Value 1
2927,Case4452,0,Value 1,2012-03-14 09:32:41+00:00,Value 1
2928,Case4452,1,Value 1,2012-03-14 09:32:51+00:00,Value 1
2929,Case4452,2,Value 1,2012-03-14 11:40:38+00:00,Value 1
2930,Case4455,0,Value 1,2012-05-09 11:13:40+00:00,Value 1
2931,Case4455,1,Value 1,2012-05-09 11:13:49+00:00,Value 1
2932,Case4455,2,Value 1,2012-05-09 11:37:29+00:00,Value 1
2933,Case4456,2,Value 1,2012-11-07 12:46:33+00:00,Value 1
2934,Case4456,3,Value 1,2012-11-09 11:45:19+00:00,Value 1
2935,Case4459,0,Value 1,2012-02-10 08:01:32+00:00,Value 1
2936,Case4461,0,Value 1,2012-07-27 11:50:44+00:00,Value 1
2937,Case4463,3,Value 1,2013-11-14 13:54:56+00:00,Value 1
2938,Case4463,8,Value 1,2013-12-23 06:11:51+00:00,Value 1
2939,Case4465,0,Value 1,2013-08-19 06:06:42+00:00,Value 1
2940,Case4466,0,Value 1,2012-05-11 04:50:25+00:00,Value 1
2941,Case4468,0,Value 1,2012-05-03 09:46:00+00:00,Value 1
2942,Case4468,1,Value 1,2012-05-03 10:09:05+00:00,Value 1
2943,Case4469,0,Value 1,2012-08-01 04:06:00+00:00,Value 1
2944,Case4469,1,Value 1,2012-08-01 04:06:14+00:00,Value 1
2945,Case4469,2,Value 1,2012-08-01 04:35:37+00:00,Value 1
2946,Case4471,0,Value 1,2011-09-27 11:30:09+00:00,Value 1
2947,Case4472,0,Value 1,2011-11-08 13:49:42+00:00,Value 1
2948,Case4475,0,Value 1,2012-07-16 10:45:42+00:00,Value 1
2949,Case4475,1,Value 1,2012-07-16 10:45:50+00:00,Value 1
2950,Case4475,2,Value 1,2012-08-22 09:23:20+00:00,Value 1
2951,Case4476,0,Value 1,2011-09-29 06:43:28+00:00,Value 1
2952,Case4476,1,Value 1,2011-09-29 07:00:34+00:00,Value 1
2953,Case4476,2,Value 1,2011-09-29 10:05:04+00:00,Value 1
2954,Case4478,0,Value 1,2012-10-05 04:54:09+00:00,Value 1
2955,Case4478,1,Value 1,2012-10-05 04:54:39+00:00,Value 1
2956,Case4478,2,Value 1,2012-10-08 07:02:14+00:00,Value 1
2957,Case4478,3,Value 1,2012-10-22 07:50:12+00:00,Value 1
2958,Case4478,4,Value 1,2012-11-05 07:33:00+00:00,Value 1
2959,Case4484,0,Value 1,2011-11-28 12:07:27+00:00,Value 1
2960,Case4491,0,Value 1,2012-03-27 10:06:26+00:00,Value 1
2961,Case4492,0,Value 1,2011-12-01 14:47:08+00:00,Value 1
2962,Case4493,0,Value 1,2012-06-21 12:51:10+00:00,Value 1
2963,Case4493,1,Value 1,2012-06-21 12:52:05+00:00,Value 1
2964,Case4493,2,Value 1,2012-06-21 12:52:16+00:00,Value 1
2965,Case4494,0,Value 1,2011-09-22 06:15:12+00:00,Value 1
2966,Case4498,0,Value 1,2012-01-27 08:26:59+00:00,Value 1
2967,Case4501,0,Value 1,2012-11-07 14:07:45+00:00,Value 1
2968,Case4501,1,Value 1,2012-11-13 06:31:55+00:00,Value 1
2969,Case4501,2,Value 1,2012-11-13 08:26:24+00:00,Value 1
2970,Case4501,3,Value 1,2012-11-13 13:20:45+00:00,Value 1
2971,Case4501,4,Value 1,2012-11-28 06:50:30+00:00,Value 1
2972,Case4512,0,Value 1,2011-11-03 12:18:03+00:00,Value 1
2973,Case4512,1,Value 1,2011-11-04 13:30:03+00:00,Value 1
2974,Case4512,2,Value 1,2011-11-08 09:51:28+00:00,Value 1
2975,Case4515,0,Value 1,2012-05-10 07:02:57+00:00,Value 1
2976,Case4515,1,Value 1,2012-05-10 07:03:06+00:00,Value 1
2977,Case4515,2,Value 1,2012-05-10 07:18:16+00:00,Value 1
2978,Case4518,0,Value 1,2011-10-12 06:02:12+00:00,Value 1
2979,Case4522,0,Value 1,2012-07-27 10:15:57+00:00,Value 1
2980,Case4526,0,Value 1,2012-07-23 04:00:05+00:00,Value 1
2981,Case4528,0,Value 1,2011-11-18 11:33:44+00:00,Value 1
2982,Case4528,1,Value 1,2011-11-18 12:35:55+00:00,Value 1
2983,Case4528,2,Value 1,2011-11-21 08:42:07+00:00,Value 1
2984,Case4528,3,Value 1,2011-11-21 08:42:08+00:00,Value 1
2985,Case4535,0,Value 1,2012-12-20 14:39:59+00:00,Value 1
2986,Case4535,1,Value 1,2013-01-07 06:12:28+00:00,Value 1
2987,Case4535,2,Value 1,2013-01-07 09:22:37+00:00,Value 1
2988,Case4541,0,Value 1,2012-02-10 12:32:25+00:00,Value 1
2989,Case4542,0,Value 1,2012-06-08 09:10:27+00:00,Value 1
2990,Case4544,0,Value 1,2013-11-04 12:55:31+00:00,Value 1
2991,Case4544,1,Value 1,2013-11-04 12:55:52+00:00,Value 1
2992,Case4544,2,Value 1,2013-12-19 14:28:28+00:00,Value 1
2993,Case4545,0,Value 1,2012-03-29 10:55:12+00:00,Value 1
2994,Case4545,1,Value 1,2012-03-29 10:55:42+00:00,Value 1
2995,Case4546,0,Value 1,2012-01-26 14:53:54+00:00,Value 1
2996,Case4547,0,Value 1,2012-07-18 12:08:39+00:00,Value 1
2997,Case4549,0,Value 1,2011-10-05 07:15:43+00:00,Value 1
2998,Case4550,0,Value 1,2011-10-28 07:58:43+00:00,Value 1
2999,Case4551,0,Value 1,2012-06-08 04:10:00+00:00,Value 1
3000,Case4551,1,Value 1,2012-06-08 04:10:17+00:00,Value 1
3001,Case4553,0,Value 1,2011-12-30 06:51:21+00:00,Value 1
3002,Case4553,1,Value 1,2011-12-30 07:23:53+00:00,Value 1
3003,Case4553,2,Value 1,2011-12-30 07:24:52+00:00,Value 1
3004,Case4554,0,Value 1,2012-06-20 04:58:24+00:00,Value 1
3005,Case4554,3,Value 1,2012-06-25 12:38:31+00:00,Value 1
3006,Case4554,4,Value 1,2012-06-25 12:38:56+00:00,Value 1
3007,Case4554,5,Value 1,2012-06-26 07:31:12+00:00,Value 1
3008,Case4555,0,Value 1,2012-04-12 12:57:01+00:00,Value 1
3009,Case4557,0,Value 1,2012-06-26 04:01:34+00:00,Value 1
3010,Case4558,2,Value 1,2012-11-05 07:59:59+00:00,Value 1
3011,Case4560,0,Value 1,2012-05-11 09:07:38+00:00,Value 1
3012,Case4560,1,Value 1,2012-05-11 09:08:40+00:00,Value 1
3013,Case4566,0,Value 1,2012-03-30 06:09:55+00:00,Value 1
3014,Case4567,1,Value 1,2012-01-25 08:56:28+00:00,Value 1
3015,Case4567,2,Value 1,2012-01-30 07:22:53+00:00,Value 1
3016,Case4567,3,Value 1,2012-01-30 11:58:02+00:00,Value 1
3017,Case4567,4,Value 1,2012-01-30 12:16:45+00:00,Value 1
3018,Case4568,0,Value 1,2011-09-16 06:12:06+00:00,Value 1
3019,Case4568,2,Value 1,2011-09-23 06:21:56+00:00,Value 1
3020,Case4568,3,Value 1,2011-09-23 06:22:14+00:00,Value 1
3021,Case4570,0,Value 1,2012-04-10 07:47:37+00:00,Value 1
3022,Case4570,1,Value 1,2012-04-10 07:47:47+00:00,Value 1
3023,Case4570,2,Value 1,2012-04-11 04:32:15+00:00,Value 1
3024,Case4570,3,Value 1,2012-04-11 04:32:15+00:00,Value 1
3025,Case4572,0,Value 1,2011-11-17 14:09:50+00:00,Value 1
3026,Case4578,0,Value 1,2011-12-28 11:21:10+00:00,Value 1
3027,Case4578,1,Value 1,2011-12-28 11:23:28+00:00,Value 1
3028,Case5,1,Value 10,2012-04-03 10:45:33+00:00,Value 10
3029,Case5,2,Value 10,2012-04-03 10:47:22+00:00,Value 10
3030,Case5,3,Value 10,2012-04-03 11:15:02+00:00,Value 10
3031,Case5,4,Value 10,2012-04-03 13:07:28+00:00,Value 10
3032,Case51,2,Value 10,2012-06-15 04:16:27+00:00,Value 10
3033,Case51,3,Value 10,2012-07-02 06:41:04+00:00,Value 10
3034,Case61,1,Value 10,2011-09-16 04:18:12+00:00,Value 10
3035,Case61,2,Value 10,2011-09-16 12:04:46+00:00,Value 10
3036,Case97,1,Value 10,2013-04-05 13:14:03+00:00,Value 10
3037,Case97,2,Value 10,2013-05-10 06:30:24+00:00,Value 10
3038,Case153,1,Value 10,2012-07-02 08:00:33+00:00,Value 10
3039,Case153,2,Value 10,2012-07-02 08:01:29+00:00,Value 10
3040,Case192,5,Value 10,2013-08-05 04:50:34+00:00,Value 10
3041,Case192,6,Value 10,2013-08-09 07:29:51+00:00,Value 10
3042,Case194,1,Value 10,2012-02-10 08:28:30+00:00,Value 10
3043,Case194,2,Value 10,2012-03-05 09:31:08+00:00,Value 10
3044,Case259,1,Value 10,2010-03-24 06:39:07+00:00,Value 10
3045,Case259,2,Value 10,2010-03-24 06:39:20+00:00,Value 10
3046,Case259,3,Value 10,2010-05-06 04:36:35+00:00,Value 10
3047,Case263,1,Value 10,2011-12-29 08:16:43+00:00,Value 10
3048,Case263,2,Value 10,2011-12-30 06:01:38+00:00,Value 10
3049,Case283,1,Value 10,2012-06-18 07:01:49+00:00,Value 10
3050,Case283,2,Value 10,2012-07-02 06:44:23+00:00,Value 10
3051,Case362,2,Value 10,2012-03-13 15:53:46+00:00,Value 10
3052,Case400,1,Value 10,2011-09-28 04:08:53+00:00,Value 10
3053,Case400,2,Value 10,2011-10-04 10:56:00+00:00,Value 10
3054,Case516,1,Value 10,2011-09-05 07:32:40+00:00,Value 10
3055,Case516,2,Value 10,2011-09-05 09:35:10+00:00,Value 10
3056,Case560,1,Value 10,2010-05-06 04:29:22+00:00,Value 10
3057,Case560,2,Value 10,2010-05-20 04:50:14+00:00,Value 10
3058,Case567,2,Value 10,2011-07-29 10:12:05+00:00,Value 10
3059,Case577,3,Value 10,2011-05-17 04:14:04+00:00,Value 10
3060,Case645,2,Value 10,2013-02-27 08:49:16+00:00,Value 10
3061,Case655,1,Value 10,2011-08-30 04:20:12+00:00,Value 10
3062,Case655,2,Value 10,2011-08-31 07:47:39+00:00,Value 10
3063,Case729,1,Value 10,2011-06-09 13:06:40+00:00,Value 10
3064,Case733,1,Value 10,2012-02-02 11:43:52+00:00,Value 10
3065,Case733,2,Value 10,2012-02-08 12:25:08+00:00,Value 10
3066,Case746,1,Value 10,2012-01-17 09:39:18+00:00,Value 10
3067,Case746,2,Value 10,2012-01-30 14:03:09+00:00,Value 10
3068,Case752,1,Value 10,2012-04-26 10:03:20+00:00,Value 10
3069,Case797,1,Value 10,2011-06-07 09:34:53+00:00,Value 10
3070,Case798,1,Value 10,2010-08-17 12:38:22+00:00,Value 10
3071,Case818,1,Value 10,2011-04-26 05:23:14+00:00,Value 10
3072,Case818,2,Value 10,2011-04-26 05:30:12+00:00,Value 10
3073,Case887,2,Value 10,2011-10-11 07:51:15+00:00,Value 10
3074,Case905,1,Value 10,2011-07-19 10:17:50+00:00,Value 10
3075,Case909,1,Value 10,2012-02-06 07:20:42+00:00,Value 10
3076,Case960,1,Value 10,2011-07-19 05:01:01+00:00,Value 10
3077,Case1029,1,Value 10,2012-05-09 10:22:38+00:00,Value 10
3078,Case1112,2,Value 10,2012-08-14 07:57:41+00:00,Value 10
3079,Case1117,1,Value 10,2011-11-02 06:13:17+00:00,Value 10
3080,Case1117,2,Value 10,2011-11-02 06:13:25+00:00,Value 10
3081,Case1142,2,Value 10,2013-03-25 07:47:35+00:00,Value 10
3082,Case1142,3,Value 10,2013-03-25 07:47:53+00:00,Value 10
3083,Case1142,4,Value 10,2013-04-16 04:20:48+00:00,Value 10
3084,Case1142,5,Value 10,2013-04-18 04:23:12+00:00,Value 10
3085,Case1168,3,Value 10,2011-07-19 04:57:22+00:00,Value 10
3086,Case1168,4,Value 10,2011-07-19 04:57:23+00:00,Value 10
3087,Case1174,2,Value 10,2011-05-18 12:55:18+00:00,Value 10
3088,Case1196,1,Value 10,2010-02-15 14:21:37+00:00,Value 10
3089,Case1196,2,Value 10,2010-02-15 14:22:30+00:00,Value 10
3090,Case1200,1,Value 10,2011-06-09 04:07:27+00:00,Value 10
3091,Case1200,2,Value 10,2011-06-13 13:17:20+00:00,Value 10
3092,Case1269,2,Value 10,2013-07-12 12:43:42+00:00,Value 10
3093,Case1269,3,Value 10,2013-07-16 04:18:11+00:00,Value 10
3094,Case1269,4,Value 10,2013-07-29 12:49:10+00:00,Value 10
3095,Case1329,1,Value 10,2012-03-02 05:57:34+00:00,Value 10
3096,Case1354,3,Value 10,2012-04-20 07:42:17+00:00,Value 10
3097,Case1369,1,Value 10,2011-08-10 09:49:59+00:00,Value 10
3098,Case1369,2,Value 10,2011-08-10 09:50:00+00:00,Value 10
3099,Case1372,2,Value 10,2011-07-11 14:01:35+00:00,Value 10
3100,Case1395,3,Value 10,2011-03-02 06:52:51+00:00,Value 10
3101,Case1430,1,Value 10,2011-08-10 07:18:35+00:00,Value 10
3102,Case1430,2,Value 10,2011-08-11 10:07:44+00:00,Value 10
3103,Case1557,1,Value 10,2010-08-17 12:37:56+00:00,Value 10
3104,Case1569,1,Value 10,2012-04-03 10:48:05+00:00,Value 10
3105,Case1569,2,Value 10,2012-04-03 11:15:19+00:00,Value 10
3106,Case1803,2,Value 10,2012-04-05 11:44:29+00:00,Value 10
3107,Case1803,3,Value 10,2012-04-05 12:06:07+00:00,Value 10
3108,Case1803,4,Value 10,2012-04-19 04:21:30+00:00,Value 10
3109,Case1867,7,Value 10,2011-06-06 05:22:01+00:00,Value 10
3110,Case1867,8,Value 10,2011-06-06 05:38:51+00:00,Value 10
3111,Case1902,1,Value 10,2012-05-29 04:45:33+00:00,Value 10
3112,Case1902,2,Value 10,2012-05-30 06:18:32+00:00,Value 10
3113,Case1913,1,Value 10,2011-09-30 11:49:03+00:00,Value 10
3114,Case1913,2,Value 10,2011-09-30 11:50:28+00:00,Value 10
3115,Case1939,1,Value 10,2011-09-05 06:01:59+00:00,Value 10
3116,Case1939,2,Value 10,2011-09-05 06:02:23+00:00,Value 10
3117,Case1939,3,Value 10,2011-09-09 11:23:44+00:00,Value 10
3118,Case1970,1,Value 10,2011-09-12 14:04:52+00:00,Value 10
3119,Case1970,2,Value 10,2011-09-12 14:24:09+00:00,Value 10
3120,Case2007,3,Value 10,2013-02-27 09:01:43+00:00,Value 10
3121,Case2007,4,Value 10,2013-02-27 09:01:44+00:00,Value 10
3122,Case2040,3,Value 10,2011-08-31 07:55:45+00:00,Value 10
3123,Case2054,1,Value 10,2011-03-03 08:18:10+00:00,Value 10
3124,Case2074,1,Value 10,2012-08-02 09:57:48+00:00,Value 10
3125,Case2074,2,Value 10,2012-08-02 10:03:26+00:00,Value 10
3126,Case2160,1,Value 10,2012-06-14 10:25:14+00:00,Value 10
3127,Case2160,2,Value 10,2012-06-14 10:25:26+00:00,Value 10
3128,Case2179,1,Value 10,2011-09-30 05:24:05+00:00,Value 10
3129,Case2187,1,Value 10,2012-08-16 03:56:55+00:00,Value 10
3130,Case2187,2,Value 10,2012-08-16 04:11:12+00:00,Value 10
3131,Case2244,1,Value 10,2012-04-05 11:44:07+00:00,Value 10
3132,Case2244,3,Value 10,2012-04-19 04:23:32+00:00,Value 10
3133,Case2303,1,Value 10,2012-02-08 12:22:58+00:00,Value 10
3134,Case2303,2,Value 10,2012-02-08 15:02:55+00:00,Value 10
3135,Case2326,3,Value 10,2012-04-19 04:46:35+00:00,Value 10
3136,Case2327,1,Value 10,2011-10-04 12:57:06+00:00,Value 10
3137,Case2327,2,Value 10,2011-10-07 12:55:55+00:00,Value 10
3138,Case2327,3,Value 10,2011-10-12 05:29:47+00:00,Value 10
3139,Case2345,1,Value 10,2011-08-10 09:43:32+00:00,Value 10
3140,Case2345,2,Value 10,2011-08-10 09:43:33+00:00,Value 10
3141,Case2378,1,Value 10,2011-10-20 10:45:44+00:00,Value 10
3142,Case2402,2,Value 10,2011-06-24 12:54:04+00:00,Value 10
3143,Case2402,3,Value 10,2011-06-24 13:06:50+00:00,Value 10
3144,Case2461,1,Value 10,2012-01-31 06:44:19+00:00,Value 10
3145,Case2461,2,Value 10,2012-01-31 06:52:07+00:00,Value 10
3146,Case2463,1,Value 10,2011-08-04 13:34:36+00:00,Value 10
3147,Case2474,1,Value 10,2012-08-02 10:52:10+00:00,Value 10
3148,Case2501,4,Value 10,2010-08-16 07:54:01+00:00,Value 10
3149,Case2510,1,Value 10,2011-08-09 04:13:03+00:00,Value 10
3150,Case2510,2,Value 10,2011-08-10 07:06:08+00:00,Value 10
3151,Case2536,1,Value 10,2012-05-18 04:53:32+00:00,Value 10
3152,Case2536,2,Value 10,2012-05-23 14:04:10+00:00,Value 10
3153,Case2538,1,Value 10,2012-01-23 09:43:23+00:00,Value 10
3154,Case2575,1,Value 10,2012-07-27 07:49:30+00:00,Value 10
3155,Case2575,2,Value 10,2012-08-03 13:21:17+00:00,Value 10
3156,Case2575,3,Value 10,2012-08-06 06:39:32+00:00,Value 10
3157,Case2640,1,Value 10,2011-08-31 07:42:46+00:00,Value 10
3158,Case2640,2,Value 10,2011-08-31 07:44:55+00:00,Value 10
3159,Case2669,1,Value 10,2012-02-10 10:06:35+00:00,Value 10
3160,Case2669,2,Value 10,2012-02-10 15:56:52+00:00,Value 10
3161,Case2669,3,Value 10,2012-02-17 14:44:34+00:00,Value 10
3162,Case2675,2,Value 10,2011-06-15 10:18:05+00:00,Value 10
3163,Case2699,1,Value 10,2011-04-19 04:43:08+00:00,Value 10
3164,Case2723,1,Value 10,2012-06-06 12:57:04+00:00,Value 10
3165,Case2723,2,Value 10,2012-06-07 09:43:39+00:00,Value 10
3166,Case2723,3,Value 10,2012-06-07 12:31:25+00:00,Value 10
3167,Case2723,4,Value 10,2012-06-08 13:33:34+00:00,Value 10
3168,Case2750,1,Value 10,2012-03-22 06:55:53+00:00,Value 10
3169,Case2762,1,Value 10,2011-09-28 04:07:04+00:00,Value 10
3170,Case2762,2,Value 10,2011-10-03 10:27:47+00:00,Value 10
3171,Case2779,1,Value 10,2012-06-06 09:39:36+00:00,Value 10
3172,Case2779,2,Value 10,2012-07-02 06:40:39+00:00,Value 10
3173,Case2782,1,Value 10,2011-08-12 12:22:22+00:00,Value 10
3174,Case2817,1,Value 10,2010-02-15 14:20:05+00:00,Value 10
3175,Case2817,2,Value 10,2010-02-26 12:19:07+00:00,Value 10
3176,Case2907,2,Value 10,2012-07-02 18:45:53+00:00,Value 10
3177,Case2915,2,Value 10,2010-02-15 14:17:46+00:00,Value 10
3178,Case2915,3,Value 10,2010-02-15 14:17:57+00:00,Value 10
3179,Case2941,2,Value 10,2011-04-26 05:51:58+00:00,Value 10
3180,Case2969,1,Value 10,2012-03-05 12:07:25+00:00,Value 10
3181,Case2991,2,Value 10,2011-02-24 14:28:39+00:00,Value 10
3182,Case2994,1,Value 10,2011-07-12 18:57:12+00:00,Value 10
3183,Case3023,1,Value 10,2012-03-05 09:28:44+00:00,Value 10
3184,Case3023,2,Value 10,2012-03-05 09:55:26+00:00,Value 10
3185,Case3075,1,Value 10,2012-07-26 11:18:01+00:00,Value 10
3186,Case3075,2,Value 10,2012-07-26 11:18:13+00:00,Value 10
3187,Case3104,2,Value 10,2011-04-26 05:15:04+00:00,Value 10
3188,Case3110,1,Value 10,2011-08-10 10:23:56+00:00,Value 10
3189,Case3154,1,Value 10,2011-11-14 08:38:25+00:00,Value 10
3190,Case3168,1,Value 10,2010-02-15 14:19:28+00:00,Value 10
3191,Case3168,2,Value 10,2010-03-17 08:05:36+00:00,Value 10
3192,Case3191,5,Value 10,2011-08-31 09:53:38+00:00,Value 10
3193,Case3205,2,Value 10,2012-02-08 12:10:26+00:00,Value 10
3194,Case3228,1,Value 10,2010-08-17 12:35:29+00:00,Value 10
3195,Case3249,1,Value 10,2012-08-13 05:28:26+00:00,Value 10
3196,Case3249,4,Value 10,2012-09-06 04:14:39+00:00,Value 10
3197,Case3285,1,Value 10,2012-04-26 07:56:11+00:00,Value 10
3198,Case3286,1,Value 10,2011-05-30 06:57:12+00:00,Value 10
3199,Case3329,1,Value 10,2011-10-18 04:51:01+00:00,Value 10
3200,Case3341,1,Value 10,2012-08-13 05:22:02+00:00,Value 10
3201,Case3341,2,Value 10,2012-08-13 10:01:04+00:00,Value 10
3202,Case3352,1,Value 10,2012-05-02 11:15:50+00:00,Value 10
3203,Case3450,5,Value 10,2011-07-19 04:54:21+00:00,Value 10
3204,Case3494,1,Value 10,2011-07-11 04:13:05+00:00,Value 10
3205,Case3557,1,Value 10,2011-09-16 12:19:23+00:00,Value 10
3206,Case3594,2,Value 10,2012-01-20 15:25:45+00:00,Value 10
3207,Case3606,1,Value 10,2011-08-10 09:27:20+00:00,Value 10
3208,Case3606,2,Value 10,2011-08-10 09:27:21+00:00,Value 10
3209,Case3623,1,Value 10,2011-12-29 07:59:21+00:00,Value 10
3210,Case3623,2,Value 10,2011-12-29 07:59:22+00:00,Value 10
3211,Case3662,4,Value 10,2013-02-27 08:52:20+00:00,Value 10
3212,Case3691,3,Value 10,2011-11-07 14:10:12+00:00,Value 10
3213,Case3766,1,Value 10,2013-04-04 13:36:17+00:00,Value 10
3214,Case3766,2,Value 10,2013-04-05 13:13:32+00:00,Value 10
3215,Case3766,3,Value 10,2013-04-18 04:20:02+00:00,Value 10
3216,Case3780,1,Value 10,2010-06-01 13:38:24+00:00,Value 10
3217,Case3780,2,Value 10,2010-06-01 13:38:35+00:00,Value 10
3218,Case3780,3,Value 10,2010-06-01 13:39:46+00:00,Value 10
3219,Case3781,1,Value 10,2012-05-21 10:40:05+00:00,Value 10
3220,Case3785,1,Value 10,2012-06-05 04:51:27+00:00,Value 10
3221,Case3785,2,Value 10,2012-06-05 09:57:16+00:00,Value 10
3222,Case3796,1,Value 10,2011-08-11 04:06:13+00:00,Value 10
3223,Case3797,3,Value 10,2012-02-17 07:40:26+00:00,Value 10
3224,Case3829,1,Value 10,2012-01-23 09:43:06+00:00,Value 10
3225,Case3844,1,Value 10,2012-08-02 09:49:07+00:00,Value 10
3226,Case3844,2,Value 10,2012-08-02 09:56:43+00:00,Value 10
3227,Case3871,2,Value 10,2012-01-17 12:27:07+00:00,Value 10
3228,Case3891,1,Value 10,2012-07-26 08:28:24+00:00,Value 10
3229,Case3891,2,Value 10,2012-07-26 08:29:03+00:00,Value 10
3230,Case3926,1,Value 10,2011-07-19 04:58:36+00:00,Value 10
3231,Case3938,1,Value 10,2012-02-08 11:52:06+00:00,Value 10
3232,Case3938,2,Value 10,2012-02-13 09:31:45+00:00,Value 10
3233,Case3942,1,Value 10,2011-09-08 10:59:19+00:00,Value 10
3234,Case3950,2,Value 10,2012-01-09 12:32:30+00:00,Value 10
3235,Case3950,3,Value 10,2012-01-09 12:32:31+00:00,Value 10
3236,Case4001,1,Value 10,2012-04-26 10:05:24+00:00,Value 10
3237,Case4117,1,Value 10,2011-08-04 13:35:46+00:00,Value 10
3238,Case4123,1,Value 10,2011-08-30 04:29:32+00:00,Value 10
3239,Case4178,1,Value 10,2011-08-10 09:22:47+00:00,Value 10
3240,Case4178,2,Value 10,2011-08-31 07:51:15+00:00,Value 10
3241,Case4213,3,Value 10,2011-07-19 04:36:21+00:00,Value 10
3242,Case4213,4,Value 10,2011-07-19 04:36:23+00:00,Value 10
3243,Case4259,2,Value 10,2013-12-06 14:38:46+00:00,Value 10
3244,Case4259,3,Value 10,2013-12-06 14:38:55+00:00,Value 10
3245,Case4304,3,Value 10,2012-04-13 08:01:59+00:00,Value 10
3246,Case4337,3,Value 10,2013-11-22 15:31:39+00:00,Value 10
3247,Case4341,1,Value 10,2011-09-05 06:52:38+00:00,Value 10
3248,Case4456,0,Value 10,2012-10-04 04:18:43+00:00,Value 10
3249,Case4456,1,Value 10,2012-10-04 04:19:53+00:00,Value 10
3250,Case4458,3,Value 10,2011-06-13 13:15:26+00:00,Value 10
3251,Case4472,1,Value 10,2011-11-10 11:39:53+00:00,Value 10
3252,Case4472,3,Value 10,2011-11-18 07:38:45+00:00,Value 10
3253,Case4481,1,Value 10,2011-09-07 13:39:55+00:00,Value 10
3254,Case4534,1,Value 10,2011-09-12 06:11:47+00:00,Value 10
3255,Case4534,2,Value 10,2011-09-12 14:04:15+00:00,Value 10
3256,Case4552,1,Value 10,2012-01-20 16:28:06+00:00,Value 10
3257,Case4552,2,Value 10,2012-01-23 11:29:16+00:00,Value 10
3258,Case4572,1,Value 10,2011-11-21 09:19:59+00:00,Value 10
3259,Case7,3,Value 11,2013-11-25 06:18:07+00:00,Value 11
3260,Case7,4,Value 11,2013-11-25 06:57:19+00:00,Value 11
3261,Case64,2,Value 11,2011-04-15 07:41:19+00:00,Value 11
3262,Case64,5,Value 11,2011-05-06 06:42:13+00:00,Value 11
3263,Case64,6,Value 11,2011-05-06 06:42:28+00:00,Value 11
3264,Case81,4,Value 11,2010-02-19 06:31:40+00:00,Value 11
3265,Case81,5,Value 11,2010-02-19 06:32:00+00:00,Value 11
3266,Case124,1,Value 11,2012-06-08 03:47:21+00:00,Value 11
3267,Case124,2,Value 11,2012-06-08 03:47:30+00:00,Value 11
3268,Case130,0,Value 11,2010-04-08 05:58:03+00:00,Value 11
3269,Case130,1,Value 11,2010-04-08 06:01:05+00:00,Value 11
3270,Case130,2,Value 11,2010-04-08 06:01:11+00:00,Value 11
3271,Case130,3,Value 11,2010-04-08 06:01:19+00:00,Value 11
3272,Case144,1,Value 11,2013-06-19 04:52:40+00:00,Value 11
3273,Case144,2,Value 11,2013-06-19 04:53:36+00:00,Value 11
3274,Case161,0,Value 11,2010-08-10 04:16:09+00:00,Value 11
3275,Case161,1,Value 11,2010-08-12 07:33:35+00:00,Value 11
3276,Case161,2,Value 11,2010-08-13 04:24:41+00:00,Value 11
3277,Case170,3,Value 11,2012-05-17 04:46:38+00:00,Value 11
3278,Case170,4,Value 11,2012-05-17 04:47:13+00:00,Value 11
3279,Case271,0,Value 11,2010-03-08 09:43:25+00:00,Value 11
3280,Case271,1,Value 11,2010-03-08 09:44:57+00:00,Value 11
3281,Case271,2,Value 11,2010-03-08 09:45:49+00:00,Value 11
3282,Case271,3,Value 11,2010-03-08 09:52:48+00:00,Value 11
3283,Case271,4,Value 11,2010-03-08 15:00:50+00:00,Value 11
3284,Case276,0,Value 11,2010-03-30 12:58:20+00:00,Value 11
3285,Case276,1,Value 11,2010-03-30 12:58:35+00:00,Value 11
3286,Case276,2,Value 11,2010-03-30 12:59:10+00:00,Value 11
3287,Case276,3,Value 11,2010-03-30 13:13:29+00:00,Value 11
